ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S0080-21072012000300008-scl","The generation and re-generation of social capital and enterprises in multi-stakeholders social cooperative enterprises: a system dynamic approach","Travaglini, Claudio","Revista de Administração (São Paulo); 47(3); 436-445","Revista de Administração (São Paulo)","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072012000300008&lang=pt" 
"S0104-93132012000200001-scl","Sobre o cuidado de outros em contextos de pobreza, uso de drogas e marginalização","Epele, María","Mana; 18(2); 247-268","Mana","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132012000200001&lang=pt" 
"S0034-76122012000400007-scl","Modelo de ciclo de vida de empreendimentos sociais","Vasconcelos, Alexandre Meira de, Lezana, Álvaro Guillermo Rojas","Revista de Administração Pública; 46(4); 1037-1058","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000400007&lang=pt" 
"S1678-69712012000400009-scl","Uma reflexão sobre as relações de parceria nos APLs de Confecções do Agreste Pernambucano como elemento disseminador da inovação em redes interorganizacionais","Silva, Fabiana Ferreira, Feitosa, Marcos Gilson Gomes, Aguiar, Virgínia do Socorro Motta","RAM. Revista de Administração Mackenzie; 13(4); 206-235","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000400009&lang=pt" 
"S1981-81222012000200009-scl","A Lei de Sementes brasileira e os seus impactos sobre a agrobiodiversidade e os sistemas agrícolas locais e tradicionais","Santilli, Juliana","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 7(2); 457-475","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222012000200009&lang=pt" 
"S0104-87752012000100013-scl","Fortunas e infortúnios ultramarinos: alguns casos de enriquecimento e conflitos políticos de governadores na América portuguesa","Pereira, Marcos Aurélio de Paula","Varia Historia; 28(47); 279-300","Varia Historia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752012000100013&lang=pt" 
"S0103-73312012000200021-scl","Drogas em áreas de risco: o que dizem os jovens","Costa, Anacely Guimarães, Camurça, Valeska Vieira, Braga, Juliana Martins, Tatmatsu, Daniely Ildegardes Brito","Physis: Revista de Saúde Coletiva; 22(2); 803-819","Physis: Revista de Saúde Coletiva","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312012000200021&lang=pt" 
"S1984-92302012000200005-scl","Sensemaking e o desenvolvimento de redes de relacionamentos de negócios no contexto das empresas de base tecnológica","Mello, Sergio Carvalho Benício de, Fonseca, Francisco Ricardo Bezerra, Vieira, Ricardo Sérgio Gomes","Organizações &amp; Sociedade; 19(61); 253-275","Organizações &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302012000200005&lang=pt" 
"S0103-166X2012000200005-scl","Família e projetos sociais voltados para jovens: impacto e participação","Feijó, Marianne Ramos, Macedo, Rosa Maria Stefanini de","Estudos de Psicologia (Campinas); 29(2); 193-202","Estudos de Psicologia (Campinas)","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2012000200005&lang=pt" 
"S0102-71822012000100012-scl","Violência contra pessoa idosa: representações sociais entre adolescentes do arquipélago de Fernando de Noronha-PE","Araújo, Ludgleydson Fernandes de, Amaral, Edna de Brito, Sá, Elba Celestina do Nascimento, Azevedo, Regina Ligia W. de, Lobo Filho, Jorgeano Gregório","Psicologia &amp; Sociedade; 24(1); 104-111","Psicologia &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822012000100012&lang=pt" 
"S0034-75902012000200008-scl","&quot;Segurando na mão de Deus&quot;: organizações religiosas e apoio ao empreendedorismo","Serafim, Mauricio Custódio, Martes, Ana Cristina Braga, Rodriguez, Carlos L.","Revista de Administração de Empresas; 52(2); 217-231","Revista de Administração de Empresas","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902012000200008&lang=pt" 
"S1806-48922012000100078-scl","Discussões sobre a Metodologia de Pesquisa sobre Redes de Negócios Presentes numa Amostra de Produção Científica Brasileira e Proposta de um Modelo Orientador","Giglio, Ernesto Michelangelo, Hernandes, José Luis Guagliardi","Revista Brasileira de Gestão de Negócios; 14(42); 78-101","Revista Brasileira de Gestão de Negócios","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-48922012000100078&lang=pt" 
"S0034-76122012000100014-scl","A blockmodel study of managerial hierarchies, verbal networks, and organizational culture in four hospitals","Nelson, Reed Elliot","Revista de Administração Pública; 46(1); 291-314","Revista de Administração Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000100014&lang=pt" 
"S1808-24322011000200004-scl","Discursos de ódio em redes sociais: jurisprudência brasileira","Silva, Rosane Leal da, Nichel, Andressa, Martins, Anna Clara Lehmann, Borchardt, Carlise Kolbe","Revista Direito GV; 7(2); 445-468","Revista Direito GV","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322011000200004&lang=pt" 
"S1679-39512011000400003-scl","As redes sociais dos empreendedores na formação do capital social: um estudo de casos múltiplos em municípios do norte pioneiro no estado do Paraná","Ducci, Norma Pimenta Cirilo, Teixeira, Rivanda Meira","Cadernos EBAPE.BR; 9(4); 967-997","Cadernos EBAPE.BR","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512011000400003&lang=pt" 
"S0080-21072011000400002-scl","Inovatividade organizacional e seus antecedentes: um estudo aplicado às tecnologias para pecuária","Ribeiro, Eneida Bezerra Soares, Korelo, José Carlos, Silva, Danielle Mantovani Lucena da, Prado, Paulo Henrique Muller","Revista de Administração (São Paulo); 46(4); 342-357","Revista de Administração (São Paulo)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072011000400002&lang=pt" 
"S1809-58442011000200010-scl","Las nuevas tecnologías de información y comunicación y las políticas culturales en México : Ingeniería en Comunicación Social del servicio de redes sociales Facebook","Galindo Cáceres, Jesús","Intercom: Revista Brasileira de Ciências da Comunicação; 34(2); 175-196","Intercom: Revista Brasileira de Ciências da Comunicação","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-58442011000200010&lang=pt" 
"S1413-99362011000300013-scl","Redes Sociais de Informação: uma história e um estudo de caso","Ferreira, Gonçalo Costa","Perspectivas em Ciência da Informação; 16(3); 208-231","Perspectivas em Ciência da Informação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362011000300013&lang=pt" 
"S0102-71822011000200009-scl","Redes sociais interorganizacionais na efetivação de projetos sociais","Ribeiro, Elisa Maria Barbosa de Amorim, Bastos, Antônio Virgílio Bittencourt","Psicologia &amp; Sociedade; 23(2); 282-292","Psicologia &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822011000200009&lang=pt" 
"S1984-92302011000200001-scl","Proposta de um quadro de referência para integrar o consumidor nos conceitos de redes","Giglio, Ernesto Michelangelo","Organizações &amp; Sociedade; 18(57); 207-226","Organizações &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302011000200001&lang=pt" 
"S0104-71832011000100006-scl","&quot;O homem é mesmo a sua testosterona&quot;: promoção da andropausa e representações sobre sexualidade e envelhecimento no cenário brasileiro","Rohden, Fabíola","Horizontes Antropológicos; 17(35); 161-196","Horizontes Antropológicos","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832011000100006&lang=pt" 
"S0104-44782011000200011-scl","Contribuições da análise de redes sociais às teorias de movimentos sociais","Carlos, Euzeneia","Revista de Sociologia e Política; 19(39); 153-166","Revista de Sociologia e Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782011000200011&lang=pt" 
"S0034-75902011000300008-scl","RAE-eletrônica: exploração do acervo à luz da bibliometria, geoanálise e redes sociais","Francisco, Eduardo de Rezende","Revista de Administração de Empresas; 51(3); 280-306","Revista de Administração de Empresas","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902011000300008&lang=pt" 
"S1414-49802011000100013-scl","Modelos de políticas públicas de Colombia, en beneficio de las familias","Quintero Velásquez, Ángela María","Revista Katálysis; 14(1); 116-125","Revista Katálysis","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-49802011000100013&lang=pt" 
"S0100-19652011000100003-scl","Coautoria na produção científica do PPGGeo/UFRGS: uma análise de redes sociais","Lima, Maycke Young de","Ciência da Informação; 40(1); 38-51","Ciência da Informação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652011000100003&lang=pt" 
"S0104-12902011000100022-scl","Redes sociais e comportamento sexual: para uma visão relacional da sexualidade, do risco e da prevenção","Aboim, Sofia","Saúde e Sociedade; 20(1); 207-224","Saúde e Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902011000100022&lang=pt" 
"S1415-65552011000100004-scl","Redes sociais na produção científica dos programas de pós-graduação de ciências contábeis do Brasil","Nascimento, Sabrina do, Beuren, Ilse Maria","Revista de Administração Contemporânea; 15(1); 47-66","Revista de Administração Contemporânea","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552011000100004&lang=pt" 
"S1516-73132011000200007-scl","Representações sobre meio ambiente de alunos da Educação Básica de Palmas (TO)","Aires, Berenice Feitosa da Costa, Bastos, Rogério Pereira","Ciência &amp; Educação (Bauru); 17(2); 353-364","Ciência &amp; Educação (Bauru)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132011000200007&lang=pt" 
"S1413-77042011000100011-scl","Barões numa perspectiva reticular: análise de redes sociais, poder e nobreza na Zona da Mata Mineira no segundo Reinado","Genovez, Patrícia Falco","Tempo; 16(30); 243-266","Tempo","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042011000100011&lang=pt" 
"S0103-37862010000300006-scl","Redes sociais virtuais: premissas teóricas ao estudo em ciência da informação","Cruz, Ruleandson do Carmo","Transinformação; 22(3); 255-272","Transinformação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862010000300006&lang=pt" 
"S1414-32832010000400016-scl","Implicações de redes temáticas em blogs na Análise de Redes Sociais (ARS): estudo de caso de blogs sobre autismo e síndrome de Asperger","Montardo, Sandra Portella, Passerino, Liliana Maria","Interface - Comunicação, Saúde, Educação; 14(35); 921-931","Interface - Comunicação, Saúde, Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832010000400016&lang=pt" 
"S0104-12902010000400010-scl","Análise das redes interpessoais: aplicação na realidade de uma equipe de enfermagem atuando em unidade de hematologia","Landim, Fátima Luna Pinheiro, Fernandes, Andreia Morais, Mesquita, Rafael Barreto de, Collares, Patrícia Moreira Costa, Frota, Mirna Albuquerque","Saúde e Sociedade; 19(4); 828-837","Saúde e Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902010000400010&lang=pt" 
"S0104-40362010000400010-scl","Capital social e redes sociais como alternativa para análise de políticas públicas de educação: o caso de Icapuí-CE","Martins, Rafael D&#039;Almeida, Lotta, Gabriela Spanghero","Ensaio: Avaliação e Políticas Públicas em Educação; 18(69); 846-860","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362010000400010&lang=pt" 
"S1679-39512010000300008-scl","A inovação no Pólo Joalheiro de Belém: uma análise a partir do mecanismo de imersão estrutural","Castro, Renato Brito de, Baldi, Mariana","Cadernos EBAPE.BR; 8(3); 492-513","Cadernos EBAPE.BR","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000300008&lang=pt" 
"S1415-65552010000600007-scl","Organizational institutionalism in the academic field in Brazil: social dynamics and networks","Guarido Filho, Edson Ronaldo, Machado-da-Silva, Clóvis L., Gonçalves, Sandro Aparecido","Revista de Administração Contemporânea; 14(spe); 149-172","Revista de Administração Contemporânea","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552010000600007&lang=pt" 
"S1415-65552010000400010-scl","Cooperação e alianças: perspectivas teóricas e suas articulações no contexto do pensamento estratégico","Vale, Gláucia Maria Vasconcellos, Lopes, Humberto Elias Garcia","Revista de Administração Contemporânea; 14(4); 722-737","Revista de Administração Contemporânea","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552010000400010&lang=pt" 
"S0034-76122010000300002-scl","A gestão do desenvolvimento local no Brasil: (des)articulação de atores, instrumentos e território","Martins, Rafael D&#039;Almeida, Vaz, José Carlos, Caldas, Eduardo de Lima","Revista de Administração Pública; 44(3); 559-590","Revista de Administração Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122010000300002&lang=pt" 
"S1679-39512010000200007-scl","The development of institutional theory in the field of organization studies in Brazil","Guarido Filho, Edson Ronaldo, Machado-da-Silva, Clóvis L.","Cadernos EBAPE.BR; 8(2); 278-301","Cadernos EBAPE.BR","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512010000200007&lang=pt" 
"S1415-65552010000300005-scl","O campo de estudo sobre redes de cooperação interorganizacional no Brasil","Balestrin, Alsones, Verschoore, Jorge Renato, Reyes Junior, Edgar","Revista de Administração Contemporânea; 14(3); 458-477","Revista de Administração Contemporânea","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552010000300005&lang=pt" 
"S1517-45222010000100008-scl","Redes tecnossociais e democratização das políticas públicas","Egler, Tamara Tania Cohen","Sociologias; (23); 208-236","Sociologias","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222010000100008&lang=pt" 
"S0104-44782010000100011-scl","Já não se fazem mais máquinas políticas como antigamente: competição vertical e mudança eleitoral nos estados brasileiros","Borges, André","Revista de Sociologia e Política; 18(35); 167-188","Revista de Sociologia e Política","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782010000100011&lang=pt" 
"S0102-69092010000100007-scl","Análise de redes sociais e migração: dois aspectos fundamentais do &quot;retorno&quot;","Fazito, Dimitri","Revista Brasileira de Ciências Sociais; 25(72); 89-176","Revista Brasileira de Ciências Sociais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092010000100007&lang=pt" 
"S0103-73312010000300010-scl","Rede social e desempenho de programas de saúde: uma proposta investigativa","Gomide, Marcia, Grossetti, Michel","Physis: Revista de Saúde Coletiva; 20(3); 873-893","Physis: Revista de Saúde Coletiva","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312010000300010&lang=pt" 
"S0101-32622009000300006-scl","Educação popular, ações em saúde, demandas e intervenções sociais: o papel dos agentes comunitários de saúde","Malfitano, Ana Paula Serrata, Lopes, Roseli Esquerdo","Cadernos CEDES; 29(79); 361-372","Cadernos CEDES","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622009000300006&lang=pt" 
"S1984-02922009000300006-scl","Enredando lutas cotidianas: dispositivos de saúde pela cidade","Silva, Arielle Rocha de Oliveira, Detoni, Camila Lenhaus, Pinheiro, Diego Arthur Lima, Pereira, Joana Paula, Rocha, Lutz Franthesco da Silva, Magalhães, Natalia Mendonça, Valejo, Nathalia Galvão, Haacke, Tatiany Ribeiro, Oliveira, Sonia Pinto","Fractal: Revista de Psicologia; 21(3); 507-520","Fractal: Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000300006&lang=pt" 
"S0034-76122009000600004-scl","Network dynamics in scientific knowledge acquisition: an analysis in three public universities in the state of Bahia","Quintella, Rogério Hermida, Freitas, Elizabeth Jorge da Silva Monteiro de, Ventura, Andréa Cardoso, Santos, Morjane Armstrong, Antonio, Liliane Queiroz","Revista de Administração Pública; 43(6); 1279-1314","Revista de Administração Pública","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000600004&lang=pt" 
"S0034-76122009000600003-scl","Práticas estratégicas em uma rede de congregações religiosas: valores e instituições, interdependência e reciprocidade","Maciel, Cristiano de Oliveira, Machado-da-Silva, Clóvis L.","Revista de Administração Pública; 43(6); 1251-1278","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000600003&lang=pt" 
"S1415-65552009000400007-scl","Práticas organizacionais e estrutura de relações no campo do desenvolvimento metropolitano","Albuquerque Filho, José Bonfim, Machado-da-Silva, Clóvis L.","Revista de Administração Contemporânea; 13(4); 626-646","Revista de Administração Contemporânea","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552009000400007&lang=pt" 
"S0034-76122009000500008-scl","Abordagem de redes no estudo de movimentos sociais: entre o modelo e a metáfora","Misoczky, Maria Ceci","Revista de Administração Pública; 43(5); 1147-1180","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500008&lang=pt" 
"S0034-76122009000500004-scl","Redes em subsidiárias de multinacionais: um estudo de caso com análise de redes sociais de inventores e patentes","João, Belmiro do Nascimento","Revista de Administração Pública; 43(5); 1037-1066","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500004&lang=pt" 
"S0034-76122009000500006-scl","Relações de poder em uma rede do terceiro setor: um estudo de caso","Pinto, Áureo Magno Gaspar, Junqueira, Luciano Antonio Prates","Revista de Administração Pública; 43(5); 1091-1116","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500006&lang=pt" 
"S0034-76122009000500003-scl","Redes como perspectiva de análise e como estrutura de governança: uma análise das diferentes contribuições","Lopes, Fernando dias, Baldi, Mariana","Revista de Administração Pública; 43(5); 1007-1035","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500003&lang=pt" 
"S1678-69712009000500007-scl","Redes de coautorias entre docentes de programas brasileiros de pós-graduação (Stricto Sensu) em Administração: aspectos estruturais e dinâmica de relacionamento","Mello, Cristiane Marques de, Crubellate, João Marcelo, Rossoni, Luciano","RAM. Revista de Administração Mackenzie; 10(5); 130-153","RAM. Revista de Administração Mackenzie","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712009000500007&lang=pt" 
"S0100-19652009000200004-scl","Análisis de citación y de redes sociales para el estudio del uso de revistas en centros de investigación: an approach to the development of collections","González, Claudia Marcela","Ciência da Informação; 38(2); 46-55","Ciência da Informação","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652009000200004&lang=pt" 
"S1413-24782009000200005-scl","Práticas e eventos de letramento em meios populares: uma análise das redes sociais de crianças de uma comunidade da periferia da cidade do Recife","Tavares, Ana Cláudia Ribeiro, Ferreira, Andréa Tereza Brito","Revista Brasileira de Educação; 14(41); 258-268","Revista Brasileira de Educação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782009000200005&lang=pt" 
"S0102-30982009000100007-scl","Redes sociales en una investigación de migración indígena: el caso de Manaus","Fígoli, Leonardo H. G., Fazito, Dimitri","Revista Brasileira de Estudos de População; 26(1); 77-95","Revista Brasileira de Estudos de População","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982009000100007&lang=pt" 
"S1413-99362009000100011-scl","Análise da coesão entre seções de textos de documentos extensos apartir da aplicação conjunta das técnicas de análise de redes sociais e referências internas","De Sordi, José Osvaldo","Perspectivas em Ciência da Informação; 14(1); 152-169","Perspectivas em Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362009000100011&lang=pt" 
"S0102-69092009000100004-scl","As redes sociais do crime organizado: a perspectiva da nova sociologia econômica","Lopes Júnior, Edmílson","Revista Brasileira de Ciências Sociais; 24(69); 53-68","Revista Brasileira de Ciências Sociais","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092009000100004&lang=pt" 
"S0102-30982008000200007-scl","Emigração internacional de brasileiros para os Estados Unidos: as redes sociais e o papel de intermediação nos deslocamentos exercido pelas agências de turismo","Fazito, Dimitri, Rios-Neto, Eduardo Luiz Gonçalves","Revista Brasileira de Estudos de População; 25(2); 305-323","Revista Brasileira de Estudos de População","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982008000200007&lang=pt" 
"S1679-39512008000300005-scl","Primar orgânica: inovação em tempos de crise","Baldi, Mariana, Lopes, Fernando","Cadernos EBAPE.BR; 6(3); 01-16","Cadernos EBAPE.BR","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512008000300005&lang=pt" 
"S1415-65552008000300004-scl","O ideário de escola na ótica dos docentes: pura subjetividade ou padrões estruturados de cognição nos Cursos de Administração?","Maciel, Cristiano de Oliveira, Hocayen-da-Silva, Antonio João, Castro, Marcos de","Revista de Administração Contemporânea; 12(3); 659-688","Revista de Administração Contemporânea","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552008000300004&lang=pt" 
"S1414-32832008000300008-scl","Análise de redes sociais informais: aplicação na realidade da escola inclusiva","Mesquita, Rafael Barreto de, Landim, Fátima Luna Pinheiro, Collares, Patrícia Moreira, Luna, Cícera Gilvaní de","Interface - Comunicação, Saúde, Educação; 12(26); 549-562","Interface - Comunicação, Saúde, Educação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832008000300008&lang=pt" 
"S1413-294X2008000200009-scl","Adolescentes e jovens em situação de risco psicossocial: redes de apoio social e fatores pessoais de proteção","Amparo, Deise Matos do, Galvão, Afonso Celso Tanus, Alves, Paola Biasoli, Brasil, Katia Tarouquella, Koller, Silvia Helena","Estudos de Psicologia (Natal); 13(2); 165-174","Estudos de Psicologia (Natal)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-294X2008000200009&lang=pt" 
"S0104-44782008000300004-scl","Atores sociais em espaços de ampliação da democracia: as redes sociais em perspectiva","Moura, Joana Tereza Vaz de, Silva, Marcelo Kunrath","Revista de Sociologia e Política; 16(); 43-54","Revista de Sociologia e Política","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782008000300004&lang=pt" 
"S0103-49792008000200006-scl","Redes transnacionais de movimentos sociais na América Latina e o desafio de uma nova construção socioterritorial","Bringel, Breno, Falero, Alfredo","Caderno CRH; 21(53); 267-286","Caderno CRH","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792008000200006&lang=pt" 
"S1981-81222008000200005-scl","A cidade, um foco de diversidade agrícola no Rio Negro (Amazonas, Brasil)?","Emperaire, Laure, Eloy, Ludivine","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 3(2); 195-211","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222008000200005&lang=pt" 
"S0034-76122008000100007-scl","Mundos pequenos, produção acadêmica e grafos de colaboração: um estudo de caso dos Enanpads","Braga, Mauro Joaquim da Costa, Gomes, Luiz Flavio Autran Monteiro, Ruediger, Marco Aurélio","Revista de Administração Pública; 42(1); 133-154","Revista de Administração Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122008000100007&lang=pt" 
"S1678-69712008000100008-scl","Redes sociais e o marketing de inovações","Kimura, Herbert, Basso, Leonardo Fernando Cruz, Martin, Diógenes Manoel Leiva","RAM. Revista de Administração Mackenzie; 9(1); 157-181","RAM. Revista de Administração Mackenzie","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712008000100008&lang=pt" 
"S1415-65552007000400003-scl","Persistência e mudança de temas na estruturação do campo científico da estratégia em organizações no Brasil","Machado-da-Silva, Clóvis L., Rossoni, Luciano","Revista de Administração Contemporânea; 11(4); 33-58","Revista de Administração Contemporânea","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552007000400003&lang=pt" 
"S1517-45222007000200012-scl","Ativismo em rede e conexões identitárias: novas perspectivas para os movimentos sociais","Machado, Jorge Alberto S.","Sociologias; (18); 248-285","Sociologias","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222007000200012&lang=pt" 
"S1414-49802007000200011-scl","As origens da participação e da qualidade democrática no Rio Grande do Sul","Brose, Markus Erwin","Revista Katálysis; 10(2); 228-236","Revista Katálysis","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-49802007000200011&lang=pt" 
"S0034-75902007000400007-scl","Cooperação interinstitucional no campo dapesquisa em estratégia","Rossoni, Luciano, Ronaldo Guarido Filho, Edson","Revista de Administração de Empresas; 47(4); 1-15","Revista de Administração de Empresas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902007000400007&lang=pt" 
"S0104-44782007000200011-scl","Política, burocracia e redes sociais: as nomeações para o alto escalão do Banco Central do Brasil","Olivieri, Cecília","Revista de Sociologia e Política; (29); 147-168","Revista de Sociologia e Política","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782007000200011&lang=pt" 
"S0034-75902007000300002-scl","Tropicália: manobras estratégicas em redes de músicos","Kirschbaum, Charles, Carvalho de Vasconcelos, Flávio","Revista de Administração de Empresas; 47(3); 1-17","Revista de Administração de Empresas","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902007000300002&lang=pt" 
"S0104-44782007000100004-scl","Representação de classe do empresariado financeiro na América Latina: a rede transassociativa no ano 2006","Minella, Ary Cesar","Revista de Sociologia e Política; (28); 31-56","Revista de Sociologia e Política","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782007000100004&lang=pt" 
"S0102-69092007000200010-scl","Dossiê: métodos e explicações da política","Marques, Eduardo Cesar Leão, Arretche, Marta, Hochman, Gilberto, Kuschnir, Karina","Revista Brasileira de Ciências Sociais; 22(64); 140-145","Revista Brasileira de Ciências Sociais","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092007000200010&lang=pt" 
"S0101-90742007000200011-scl","Esporte, futurismo e modernidade","Melo, Victor Andrade de","História (São Paulo); 26(2); 201-225","História (São Paulo)","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-90742007000200011&lang=pt" 
"S0102-71822006000300006-scl","Territorialidade homoerótica: apontamentos para os estudos de gênerico","Toneli, Maria Juracy Filgueiras, Perucchi, Juliana","Psicologia &amp; Sociedade; 18(3); 39-47","Psicologia &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822006000300006&lang=pt" 
"S0104-40362006000300004-scl","As dimensões da auto-avaliação institucional: tecendo redes de redes","Nunes, Lina Cardoso","Ensaio: Avaliação e Políticas Públicas em Educação; 14(52); 339-348","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362006000300004&lang=pt" 
